k,BubbleSort partiel,BuildHeap / Remove,HeapSort
2627,16504006,38651,124199
2628,16507865,38663,124199
2629,16511721,38674,124199
2630,16515577,38686,124199
2631,16519432,38697,124199
2632,16523286,38709,124199
2633,16527140,38720,124199
2634,16530992,38731,124199
2635,16534842,38743,124199
2636,16538688,38754,124199
2637,16542534,38766,124199
2638,16546380,38778,124199
2639,16550226,38790,124199
2640,16554070,38802,124199
2641,16557909,38813,124199
2642,16561746,38825,124199
2643,16565583,38836,124199
2644,16569420,38848,124199
2645,16573257,38859,124199
2646,16577092,38871,124199
2647,16580925,38883,124199
2648,16584755,38895,124199
2649,16588584,38907,124199
2650,16592413,38919,124199
2651,16596239,38930,124199
2652,16600062,38942,124199
2653,16603883,38954,124199
2654,16607701,38966,124199
2655,16611518,38977,124199
2656,16615333,38989,124199
2657,16619147,39001,124199
2658,16622959,39013,124199
2659,16626768,39024,124199
2660,16630577,39036,124199
2661,16634386,39048,124199
2662,16638192,39059,124199
2663,16641996,39071,124199
2664,16645798,39083,124199
2665,16649600,39094,124199
2666,16653401,39106,124199
2667,16657202,39118,124199
2668,16661003,39130,124199
2669,16664803,39142,124199
2670,16668601,39153,124199
2671,16672398,39164,124199
2672,16676193,39176,124199
2673,16679985,39188,124199
2674,16683776,39200,124199
2675,16687566,39212,124199
2676,16691355,39223,124199
2677,16695143,39235,124199
2678,16698929,39246,124199
2679,16702714,39258,124199
2680,16706498,39270,124199
2681,16710281,39282,124199
2682,16714064,39294,124199
2683,16717845,39305,124199
2684,16721625,39317,124199
2685,16725403,39329,124199
2686,16729178,39341,124199
2687,16732952,39352,124199
2688,16736726,39364,124199
2689,16740500,39376,124199
2690,16744270,39387,124199
2691,16748038,39398,124199
2692,16751806,39409,124199
2693,16755574,39420,124199
2694,16759341,39432,124199
2695,16763106,39443,124199
2696,16766871,39454,124199
2697,16770634,39466,124199
2698,16774392,39478,124199
2699,16778148,39490,124199
2700,16781903,39502,124199
2701,16785654,39514,124199
2702,16789404,39525,124199
2703,16793149,39537,124199
2704,16796893,39548,124199
2705,16800634,39560,124199
2706,16804375,39572,124199
2707,16808113,39583,124199
2708,16811851,39595,124199
2709,16815589,39607,124199
2710,16819326,39618,124199
2711,16823063,39629,124199
2712,16826800,39640,124199
2713,16830534,39652,124199
2714,16834268,39664,124199
2715,16838001,39676,124199
2716,16841733,39688,124199
2717,16845464,39699,124199
2718,16849195,39710,124199
2719,16852925,39722,124199
2720,16856653,39734,124199
2721,16860381,39746,124199
2722,16864106,39758,124199
2723,16867831,39770,124199
2724,16871553,39781,124199
2725,16875273,39793,124199
2726,16878992,39805,124199
2727,16882711,39817,124199
2728,16886430,39828,124199
2729,16890149,39840,124199
2730,16893867,39852,124199
2731,16897582,39863,124199
2732,16901297,39875,124199
2733,16905009,39885,124199
2734,16908720,39896,124199
2735,16912430,39907,124199
2736,16916140,39919,124199
2737,16919848,39931,124199
2738,16923555,39943,124199
2739,16927261,39954,124199
2740,16930964,39966,124199
2741,16934664,39977,124199
2742,16938364,39989,124199
2743,16942064,40001,124199
2744,16945762,40013,124199
2745,16949460,40025,124199
2746,16953157,40037,124199
2747,16956854,40049,124199
2748,16960548,40060,124199
2749,16964242,40072,124199
2750,16967935,40084,124199
2751,16971628,40096,124199
2752,16975319,40108,124199
2753,16979010,40120,124199
2754,16982700,40132,124199
2755,16986389,40144,124199
2756,16990076,40156,124199
2757,16993762,40167,124199
2758,16997447,40179,124199
2759,17001132,40191,124199
2760,17004816,40202,124199
2761,17008499,40214,124199
2762,17012181,40225,124199
2763,17015860,40236,124199
2764,17019538,40247,124199
2765,17023215,40259,124199
2766,17026890,40270,124199
2767,17030564,40282,124199
2768,17034237,40293,124199
2769,17037907,40305,124199
2770,17041576,40317,124199
2771,17045244,40329,124199
2772,17048912,40341,124199
2773,17052577,40353,124199
2774,17056241,40365,124199
2775,17059905,40377,124199
2776,17063567,40388,124199
2777,17067229,40400,124199
2778,17070886,40411,124199
2779,17074541,40423,124199
2780,17078195,40435,124199
2781,17081846,40446,124199
2782,17085496,40458,124199
2783,17089146,40470,124199
2784,17092795,40481,124199
2785,17096442,40492,124199
2786,17100089,40504,124199
2787,17103735,40515,124199
2788,17107381,40527,124199
2789,17111024,40539,124199
2790,17114665,40551,124199
2791,17118306,40563,124199
2792,17121947,40575,124199
2793,17125587,40586,124199
2794,17129227,40597,124199
2795,17132866,40609,124199
2796,17136503,40621,124199
2797,17140140,40632,124199
2798,17143777,40644,124199
2799,17147413,40656,124199
2800,17151049,40668,124199
2801,17154683,40680,124199
2802,17158316,40691,124199
2803,17161948,40701,124199
2804,17165580,40713,124199
2805,17169211,40725,124199
2806,17172842,40737,124199
2807,17176472,40749,124199
2808,17180101,40761,124199
2809,17183730,40773,124199
2810,17187359,40785,124199
2811,17190988,40796,124199
2812,17194613,40807,124199
2813,17198237,40819,124199
2814,17201860,40830,124199
2815,17205482,40842,124199
2816,17209103,40854,124199
2817,17212722,40866,124199
2818,17216339,40878,124199
2819,17219956,40889,124199
2820,17223572,40901,124199
2821,17227187,40913,124199
2822,17230801,40925,124199
2823,17234415,40937,124199
2824,17238029,40949,124199
2825,17241642,40961,124199
2826,17245254,40973,124199
2827,17248864,40985,124199
2828,17252468,40996,124199
2829,17256070,41008,124199
2830,17259669,41020,124199
2831,17263265,41032,124199
2832,17266860,41043,124199
2833,17270454,41053,124199
2834,17274047,41064,124199
2835,17277639,41076,124199
2836,17281230,41088,124199
2837,17284819,41099,124199
2838,17288407,41110,124199
2839,17291992,41122,124199
2840,17295577,41134,124199
2841,17299160,41146,124199
2842,17302742,41158,124199
2843,17306324,41169,124199
2844,17309903,41180,124199
2845,17313479,41192,124199
2846,17317054,41203,124199
2847,17320628,41215,124199
2848,17324202,41227,124199
2849,17327776,41239,124199
2850,17331350,41250,124199
2851,17334924,41260,124199
2852,17338496,41272,124199
2853,17342065,41283,124199
2854,17345632,41295,124199
2855,17349199,41307,124199
2856,17352765,41318,124199
2857,17356328,41329,124199
2858,17359890,41341,124199
2859,17363451,41353,124199
2860,17367011,41365,124199
2861,17370571,41377,124199
2862,17374131,41389,124199
2863,17377689,41401,124199
2864,17381246,41412,124199
2865,17384801,41424,124199
2866,17388354,41436,124199
2867,17391907,41448,124199
2868,17395457,41459,124199
2869,17399007,41470,124199
2870,17402556,41481,124199
2871,17406103,41493,124199
2872,17409650,41505,124199
2873,17413193,41517,124199
2874,17416734,41528,124199
2875,17420275,41539,124199
2876,17423814,41550,124199
2877,17427353,41561,124199
2878,17430892,41573,124199
2879,17434429,41584,124199
2880,17437965,41595,124199
2881,17441500,41607,124199
2882,17445033,41619,124199
2883,17448565,41631,124199
2884,17452096,41643,124199
2885,17455627,41654,124199
2886,17459157,41665,124199
2887,17462687,41677,124199
2888,17466216,41689,124199
2889,17469744,41701,124199
2890,17473270,41713,124199
2891,17476796,41723,124199
2892,17480321,41735,124199
2893,17483846,41746,124199
2894,17487370,41758,124199
2895,17490894,41769,124199
2896,17494415,41781,124199
2897,17497934,41792,124199
2898,17501453,41803,124199
2899,17504971,41815,124199
2900,17508487,41826,124199
2901,17512003,41838,124199
2902,17515519,41850,124199
2903,17519035,41862,124199
2904,17522551,41874,124199
2905,17526066,41886,124199
2906,17529580,41896,124199
2907,17533094,41908,124199
2908,17536605,41919,124199
2909,17540115,41931,124199
2910,17543625,41942,124199
2911,17547134,41953,124199
2912,17550643,41965,124199
2913,17554152,41976,124199
2914,17557655,41988,124199
2915,17561158,42000,124199
2916,17564661,42012,124199
2917,17568164,42024,124199
2918,17571666,42036,124199
2919,17575166,42048,124199
2920,17578662,42059,124199
2921,17582156,42070,124199
2922,17585649,42082,124199
2923,17589141,42093,124199
2924,17592631,42105,124199
2925,17596121,42117,124199
2926,17599609,42129,124199
2927,17603094,42140,124199
2928,17606578,42151,124199
2929,17610060,42163,124199
2930,17613541,42175,124199
2931,17617021,42186,124199
2932,17620498,42196,124199
2933,17623974,42208,124199
2934,17627449,42218,124199
2935,17630922,42229,124199
2936,17634395,42240,124199
2937,17637868,42252,124199
2938,17641339,42264,124199
2939,17644809,42276,124199
2940,17648276,42287,124199
2941,17651741,42299,124199
2942,17655203,42311,124199
2943,17658663,42323,124199
2944,17662123,42335,124199
2945,17665582,42347,124199
2946,17669041,42359,124199
2947,17672498,42371,124199
2948,17675955,42383,124199
2949,17679409,42395,124199
2950,17682863,42406,124199
2951,17686315,42417,124199
2952,17689766,42428,124199
2953,17693217,42440,124199
2954,17696668,42451,124199
2955,17700118,42462,124199
2956,17703567,42474,124199
2957,17707016,42485,124199
2958,17710464,42496,124199
2959,17713912,42508,124199
2960,17717359,42519,124199
2961,17720804,42530,124199
2962,17724247,42541,124199
2963,17727688,42553,124199
2964,17731128,42565,124199
2965,17734567,42576,124199
2966,17738006,42588,124199
2967,17741444,42598,124199
2968,17744882,42610,124199
2969,17748320,42621,124199
2970,17751756,42632,124199
2971,17755190,42643,124199
2972,17758623,42655,124199
2973,17762052,42666,124199
2974,17765478,42678,124199
2975,17768904,42689,124199
2976,17772327,42700,124199
2977,17775747,42712,124199
2978,17779165,42724,124199
2979,17782583,42735,124199
2980,17786001,42747,124199
2981,17789418,42758,124199
2982,17792832,42769,124199
2983,17796245,42780,124199
2984,17799657,42792,124199
2985,17803068,42803,124199
2986,17806479,42814,124199
2987,17809889,42826,124199
2988,17813299,42837,124199
2989,17816707,42849,124199
2990,17820114,42861,124199
2991,17823520,42872,124199
2992,17826924,42884,124199
2993,17830328,42896,124199
2994,17833732,42908,124199
2995,17837136,42920,124199
2996,17840538,42932,124199
2997,17843939,42944,124199
2998,17847339,42955,124199
2999,17850733,42966,124199
3000,17854127,42978,124199
3001,17857521,42990,124199
3002,17860913,43002,124199
3003,17864303,43014,124199
3004,17867692,43025,124199
3005,17871080,43036,124199
3006,17874467,43048,124199
3007,17877854,43060,124199
3008,17881240,43072,124199
3009,17884626,43084,124199
3010,17888010,43096,124199
3011,17891393,43107,124199
3012,17894773,43119,124199
3013,17898153,43131,124199
3014,17901529,43143,124199
3015,17904902,43155,124199
3016,17908273,43166,124199
3017,17911644,43177,124199
3018,17915015,43189,124199
3019,17918384,43201,124199
3020,17921752,43213,124199
3021,17925119,43224,124199
3022,17928484,43236,124199
3023,17931847,43246,124199
3024,17935208,43258,124199
3025,17938566,43270,124199
3026,17941922,43281,124199
3027,17945275,43293,124199
3028,17948625,43304,124199
3029,17951973,43316,124199
3030,17955319,43328,124199
3031,17958664,43339,124199
3032,17962006,43351,124199
3033,17965346,43362,124199
3034,17968685,43374,124199
3035,17972023,43386,124199
3036,17975361,43398,124199
3037,17978698,43410,124199
3038,17982034,43420,124199
3039,17985369,43432,124199
3040,17988702,43444,124199
3041,17992033,43455,124199
3042,17995363,43467,124199
3043,17998693,43478,124199
3044,18002020,43490,124199
3045,18005347,43502,124199
3046,18008674,43514,124199
3047,18012001,43526,124199
3048,18015324,43537,124199
3049,18018647,43548,124199
3050,18021970,43560,124199
3051,18025291,43572,124199
3052,18028610,43582,124199
3053,18031926,43593,124199
3054,18035242,43605,124199
3055,18038557,43615,124199
3056,18041870,43627,124199
3057,18045182,43639,124199
3058,18048494,43651,124199
3059,18051805,43662,124199
3060,18055115,43674,124199
3061,18058425,43686,124199
3062,18061734,43698,124199
3063,18065042,43710,124199
3064,18068350,43721,124199
3065,18071655,43733,124199
3066,18074957,43744,124199
3067,18078258,43756,124199
3068,18081555,43768,124199
3069,18084852,43780,124199
3070,18088147,43792,124199
3071,18091441,43803,124199
3072,18094735,43815,124199
3073,18098028,43827,124199
3074,18101320,43839,124199
3075,18104611,43851,124199
3076,18107899,43862,124199
3077,18111183,43872,124199
3078,18114467,43883,124199
3079,18117749,43895,124199
3080,18121031,43906,124199
3081,18124313,43917,124199
3082,18127591,43928,124199
3083,18130869,43940,124199
3084,18134146,43952,124199
3085,18137422,43964,124199
3086,18140694,43974,124199
3087,18143965,43985,124199
3088,18147235,43996,124199
3089,18150505,44007,124199
3090,18153773,44019,124199
3091,18157041,44030,124199
3092,18160307,44041,124199
3093,18163572,44053,124199
3094,18166836,44064,124199
3095,18170099,44075,124199
3096,18173361,44087,124199
3097,18176621,44099,124199
3098,18179880,44110,124199
3099,18183137,44122,124199
3100,18186393,44134,124199
3101,18189647,44144,124199
3102,18192900,44156,124199
3103,18196152,44166,124199
3104,18199403,44178,124199
3105,18202653,44190,124199
3106,18205901,44202,124199
3107,18209149,44214,124199
3108,18212397,44226,124199
3109,18215644,44238,124199
3110,18218890,44250,124199
3111,18222133,44262,124199
3112,18225376,44274,124199
3113,18228617,44286,124199
3114,18231856,44297,124199
3115,18235094,44308,124199
3116,18238330,44320,124199
3117,18241565,44332,124199
3118,18244799,44343,124199
3119,18248031,44355,124199
3120,18251262,44367,124199
3121,18254491,44379,124199
3122,18257719,44391,124199
3123,18260946,44402,124199
3124,18264173,44413,124199
3125,18267397,44424,124199
3126,18270620,44436,124199
3127,18273843,44448,124199
3128,18277065,44460,124199
3129,18280287,44472,124199
3130,18283508,44484,124199
3131,18286729,44495,124199
3132,18289950,44506,124199
3133,18293170,44518,124199
3134,18296389,44529,124199
3135,18299608,44541,124199
3136,18302825,44552,124199
3137,18306039,44564,124199
3138,18309252,44576,124199
3139,18312465,44588,124199
3140,18315677,44600,124199
3141,18318884,44612,124199
3142,18322087,44624,124199
3143,18325290,44636,124199
3144,18328492,44647,124199
3145,18331691,44658,124199
3146,18334889,44670,124199
3147,18338087,44682,124199
3148,18341284,44693,124199
3149,18344480,44704,124199
3150,18347670,44716,124199
3151,18350859,44728,124199
3152,18354048,44739,124199
3153,18357235,44750,124199
3154,18360421,44761,124199
3155,18363607,44771,124199
3156,18366792,44782,124199
3157,18369975,44794,124199
3158,18373157,44805,124199
3159,18376339,44817,124199
3160,18379521,44829,124199
3161,18382703,44841,124199
3162,18385883,44853,124199
3163,18389062,44865,124199
3164,18392239,44877,124199
3165,18395414,44889,124199
3166,18398589,44901,124199
3167,18401763,44912,124199
3168,18404935,44924,124199
3169,18408106,44936,124199
3170,18411275,44948,124199
3171,18414442,44960,124199
3172,18417609,44972,124199
3173,18420776,44984,124199
3174,18423942,44996,124199
3175,18427107,45007,124199
3176,18430271,45019,124199
3177,18433435,45030,124199
3178,18436597,45041,124199
3179,18439758,45053,124199
3180,18442918,45064,124199
3181,18446077,45076,124199
3182,18449235,45087,124199
3183,18452391,45099,124199
3184,18455546,45111,124199
3185,18458700,45123,124199
3186,18461854,45135,124199
3187,18465007,45147,124199
3188,18468158,45159,124199
3189,18471309,45171,124199
3190,18474458,45183,124199
3191,18477605,45195,124199
3192,18480752,45206,124199
3193,18483897,45218,124199
3194,18487040,45230,124199
3195,18490183,45242,124199
3196,18493325,45254,124199
3197,18496464,45266,124199
3198,18499602,45278,124199
3199,18502739,45290,124199
3200,18505875,45301,124199
3201,18509010,45312,124199
3202,18512144,45324,124199
3203,18515278,45336,124199
3204,18518411,45348,124199
3205,18521543,45359,124199
3206,18524673,45371,124199
3207,18527801,45383,124199
3208,18530928,45395,124199
3209,18534053,45406,124199
3210,18537178,45418,124199
3211,18540302,45430,124199
3212,18543425,45442,124199
3213,18546547,45454,124199
3214,18549667,45466,124199
3215,18552785,45477,124199
3216,18555903,45488,124199
3217,18559021,45500,124199
3218,18562138,45512,124199
3219,18565255,45523,124199
3220,18568371,45535,124199
3221,18571486,45545,124199
3222,18574600,45557,124199
3223,18577714,45569,124199
3224,18580826,45581,124199
3225,18583937,45593,124199
3226,18587047,45605,124199
3227,18590157,45616,124199
3228,18593266,45627,124199
3229,18596374,45639,124199
3230,18599482,45651,124199
3231,18602588,45662,124199
3232,18605694,45673,124199
3233,18608800,45685,124199
3234,18611906,45695,124199
3235,18615011,45707,124199
3236,18618113,45719,124199
3237,18621213,45729,124199
3238,18624313,45739,124199
3239,18627413,45751,124199
3240,18630512,45763,124199
3241,18633611,45774,124199
3242,18636709,45786,124199
3243,18639805,45798,124199
3244,18642899,45809,124199
3245,18645992,45821,124199
3246,18649084,45831,124199
3247,18652174,45843,124199
3248,18655263,45854,124199
3249,18658352,45864,124199
3250,18661440,45876,124199
3251,18664526,45888,124199
3252,18667611,45899,124199
3253,18670694,45911,124199
3254,18673775,45923,124199
3255,18676854,45934,124199
3256,18679931,45945,124199
3257,18683006,45956,124199
3258,18686079,45968,124199
3259,18689151,45979,124199
3260,18692223,45990,124199
3261,18695295,46001,124199
3262,18698365,46012,124199
3263,18701435,46024,124199
3264,18704504,46036,124199
3265,18707572,46048,124199
3266,18710640,46060,124199
3267,18713707,46072,124199
3268,18716773,46083,124199
3269,18719838,46095,124199
3270,18722903,46106,124199
3271,18725965,46117,124199
3272,18729026,46129,124199
3273,18732087,46141,124199
3274,18735146,46152,124199
3275,18738204,46164,124199
3276,18741262,46176,124199
3277,18744320,46188,124199
3278,18747377,46198,124199
3279,18750433,46210,124199
3280,18753489,46221,124199
3281,18756544,46232,124199
3282,18759599,46243,124199
3283,18762653,46255,124199
3284,18765707,46267,124199
3285,18768760,46278,124199
3286,18771811,46290,124199
3287,18774858,46302,124199
3288,18777904,46314,124199
3289,18780949,46326,124199
3290,18783994,46338,124199
3291,18787039,46350,124199
3292,18790083,46361,124199
3293,18793127,46373,124199
3294,18796170,46384,124199
3295,18799211,46396,124199
3296,18802252,46408,124199
3297,18805293,46420,124199
3298,18808331,46432,124199
3299,18811367,46443,124199
3300,18814403,46454,124199
3301,18817439,46466,124199
3302,18820473,46478,124199
3303,18823504,46489,124199
3304,18826532,46499,124199
3305,18829558,46510,124199
3306,18832582,46522,124199
3307,18835606,46534,124199
3308,18838630,46545,124199
3309,18841654,46556,124199
3310,18844678,46568,124199
3311,18847702,46580,124199
3312,18850724,46591,124199
3313,18853746,46603,124199
3314,18856766,46615,124199
3315,18859784,46626,124199
3316,18862801,46638,124199
3317,18865818,46650,124199
3318,18868835,46660,124199
3319,18871850,46671,124199
3320,18874865,46683,124199
3321,18877880,46695,124199
3322,18880895,46706,124199
3323,18883910,46717,124199
3324,18886923,46729,124199
3325,18889936,46740,124199
3326,18892948,46751,124199
3327,18895957,46762,124199
3328,18898966,46774,124199
3329,18901975,46786,124199
3330,18904982,46797,124199
3331,18907989,46809,124199
3332,18910996,46821,124199
3333,18914003,46832,124199
3334,18917009,46843,124199
3335,18920015,46854,124199
3336,18923019,46865,124199
3337,18926022,46876,124199
3338,18929023,46887,124199
3339,18932024,46898,124199
3340,18935024,46909,124199
3341,18938023,46921,124199
3342,18941018,46932,124199
3343,18944011,46944,124199
3344,18947003,46955,124199
3345,18949995,46966,124199
3346,18952986,46978,124199
3347,18955977,46989,124199
3348,18958968,47001,124199
3349,18961955,47012,124199
3350,18964941,47023,124199
3351,18967926,47034,124199
3352,18970910,47046,124199
3353,18973890,47058,124199
3354,18976867,47069,124199
3355,18979843,47081,124199
3356,18982816,47092,124199
3357,18985786,47103,124199
3358,18988755,47115,124199
3359,18991723,47127,124199
3360,18994688,47139,124199
3361,18997653,47151,124199
3362,19000617,47163,124199
3363,19003581,47175,124199
3364,19006545,47186,124199
3365,19009508,47198,124199
3366,19012471,47210,124199
3367,19015434,47221,124199
3368,19018397,47232,124199
3369,19021360,47244,124199
3370,19024323,47256,124199
3371,19027284,47268,124199
3372,19030245,47279,124199
3373,19033206,47291,124199
3374,19036165,47302,124199
3375,19039123,47314,124199
3376,19042080,47325,124199
3377,19045036,47337,124199
3378,19047992,47348,124199
3379,19050948,47360,124199
3380,19053904,47372,124199
3381,19056858,47383,124199
3382,19059810,47395,124199
3383,19062761,47407,124199
3384,19065712,47419,124199
3385,19068662,47431,124199
3386,19071612,47442,124199
3387,19074560,47454,124199
3388,19077508,47465,124199
3389,19080455,47476,124199
3390,19083399,47487,124199
3391,19086339,47498,124199
3392,19089278,47510,124199
3393,19092216,47521,124199
3394,19095154,47532,124199
3395,19098090,47542,124199
3396,19101026,47553,124199
3397,19103960,47564,124199
3398,19106894,47575,124199
3399,19109828,47586,124199
3400,19112762,47597,124199
3401,19115695,47608,124199
3402,19118628,47619,124199
3403,19121559,47630,124199
3404,19124490,47642,124199
3405,19127418,47654,124199
3406,19130346,47666,124199
3407,19133271,47678,124199
3408,19136196,47690,124199
3409,19139121,47701,124199
3410,19142044,47713,124199
3411,19144967,47725,124199
3412,19147888,47737,124199
3413,19150809,47749,124199
3414,19153729,47759,124199
3415,19156646,47770,124199
3416,19159562,47782,124199
3417,19162477,47794,124199
3418,19165390,47805,124199
3419,19168302,47816,124199
3420,19171212,47827,124199
3421,19174121,47838,124199
3422,19177029,47850,124199
3423,19179937,47862,124199
3424,19182845,47872,124199
3425,19185752,47884,124199
3426,19188657,47896,124199
3427,19191561,47908,124199
3428,19194465,47920,124199
3429,19197368,47931,124199
3430,19200269,47941,124199
3431,19203168,47952,124199
3432,19206064,47964,124199
3433,19208960,47975,124199
3434,19211856,47986,124199
3435,19214750,47998,124199
3436,19217643,48009,124199
3437,19220535,48021,124199
3438,19223427,48032,124199
3439,19226318,48044,124199
3440,19229209,48055,124199
3441,19232100,48067,124199
3442,19234991,48078,124199
3443,19237882,48090,124199
3444,19240771,48101,124199
3445,19243660,48112,124199
3446,19246548,48123,124199
3447,19249434,48135,124199
3448,19252320,48146,124199
3449,19255205,48157,124199
3450,19258089,48169,124199
3451,19260972,48180,124199
3452,19263852,48192,124199
3453,19266731,48202,124199
3454,19269609,48214,124199
3455,19272486,48226,124199
3456,19275363,48237,124199
3457,19278240,48249,124199
3458,19281115,48261,124199
3459,19283989,48273,124199
3460,19286862,48284,124199
3461,19289735,48296,124199
3462,19292608,48308,124199
3463,19295480,48320,124199
3464,19298349,48332,124199
3465,19301216,48344,124199
3466,19304083,48356,124199
3467,19306948,48367,124199
3468,19309812,48379,124199
3469,19312675,48391,124199
3470,19315538,48402,124199
3471,19318400,48413,124199
3472,19321259,48424,124199
3473,19324118,48435,124199
3474,19326977,48446,124199
3475,19329836,48457,124199
3476,19332694,48469,124199
3477,19335551,48480,124199
3478,19338407,48492,124199
3479,19341262,48504,124199
3480,19344115,48515,124199
3481,19346966,48527,124199
3482,19349815,48539,124199
3483,19352664,48550,124199
3484,19355512,48561,124199
3485,19358360,48572,124199
3486,19361206,48584,124199
3487,19364052,48596,124199
3488,19366897,48608,124199
3489,19369741,48620,124199
3490,19372584,48632,124199
3491,19375425,48644,124199
3492,19378265,48656,124199
3493,19381104,48667,124199
3494,19383943,48679,124199
3495,19386780,48690,124199
3496,19389617,48701,124199
3497,19392453,48712,124199
3498,19395288,48724,124199
3499,19398122,48735,124199
3500,19400955,48747,124199
3501,19403786,48759,124199
3502,19406616,48770,124199
3503,19409446,48782,124199
3504,19412274,48793,124199
3505,19415102,48805,124199
3506,19417928,48817,124199
3507,19420754,48829,124199
3508,19423579,48840,124199
3509,19426401,48852,124199
3510,19429221,48864,124199
3511,19432040,48876,124199
3512,19434857,48888,124199
3513,19437673,48900,124199
3514,19440489,48911,124199
3515,19443303,48922,124199
3516,19446116,48933,124199
3517,19448928,48945,124199
3518,19451739,48957,124199
3519,19454550,48968,124199
3520,19457359,48980,124199
3521,19460165,48992,124199
3522,19462970,49004,124199
3523,19465774,49015,124199
3524,19468577,49027,124199
3525,19471379,49039,124199
3526,19474180,49051,124199
3527,19476980,49063,124199
3528,19479780,49074,124199
3529,19482580,49086,124199
3530,19485379,49097,124199
3531,19488178,49108,124199
3532,19490976,49120,124199
3533,19493773,49132,124199
3534,19496569,49144,124199
3535,19499364,49155,124199
3536,19502157,49167,124199
3537,19504947,49179,124199
3538,19507735,49191,124199
3539,19510522,49202,124199
3540,19513308,49213,124199
3541,19516092,49225,124199
3542,19518876,49236,124199
3543,19521660,49248,124199
3544,19524444,49260,124199
3545,19527228,49272,124199
3546,19530012,49284,124199
3547,19532796,49295,124199
3548,19535580,49305,124199
3549,19538363,49317,124199
3550,19541145,49328,124199
3551,19543927,49339,124199
3552,19546706,49351,124199
3553,19549484,49362,124199
3554,19552262,49373,124199
3555,19555040,49384,124199
3556,19557818,49395,124199
3557,19560594,49407,124199
3558,19563369,49418,124199
3559,19566143,49430,124199
3560,19568917,49442,124199
3561,19571689,49453,124199
3562,19574461,49464,124199
3563,19577233,49476,124199
3564,19580004,49487,124199
3565,19582774,49499,124199
3566,19585543,49511,124199
3567,19588311,49522,124199
3568,19591077,49534,124199
3569,19593842,49546,124199
3570,19596606,49557,124199
3571,19599365,49569,124199
3572,19602122,49581,124199
3573,19604878,49593,124199
3574,19607634,49605,124199
3575,19610388,49614,124199
3576,19613140,49626,124199
3577,19615892,49638,124199
3578,19618643,49649,124199
3579,19621393,49661,124199
3580,19624143,49672,124199
3581,19626891,49683,124199
3582,19629638,49695,124199
3583,19632384,49705,124199
3584,19635129,49716,124199
3585,19637873,49728,124199
3586,19640617,49740,124199
3587,19643361,49752,124199
3588,19646101,49763,124199
3589,19648840,49774,124199
3590,19651577,49785,124199
3591,19654312,49797,124199
3592,19657047,49809,124199
3593,19659782,49821,124199
3594,19662517,49831,124199
3595,19665251,49843,124199
3596,19667985,49854,124199
3597,19670716,49865,124199
3598,19673447,49876,124199
3599,19676177,49887,124199
3600,19678906,49899,124199
3601,19681634,49910,124199
3602,19684362,49922,124199
3603,19687090,49933,124199
3604,19689816,49944,124199
3605,19692538,49955,124199
3606,19695260,49965,124199
3607,19697982,49977,124199
3608,19700703,49989,124199
3609,19703424,50001,124199
3610,19706144,50013,124199
3611,19708859,50025,124199
3612,19711573,50036,124199
3613,19714286,50047,124199
3614,19716999,50059,124199
3615,19719710,50071,124199
3616,19722419,50083,124199
3617,19725126,50094,124199
3618,19727832,50106,124199
3619,19730538,50118,124199
3620,19733241,50130,124199
3621,19735942,50141,124199
3622,19738642,50152,124199
3623,19741342,50164,124199
3624,19744038,50175,124199
3625,19746734,50187,124199
3626,19749430,50198,124199
3627,19752126,50209,124199
3628,19754820,50219,124199
3629,19757514,50231,124199
3630,19760207,50242,124199
3631,19762900,50254,124199
3632,19765593,50266,124199
3633,19768285,50278,124199
3634,19770974,50290,124199
3635,19773660,50302,124199
3636,19776345,50313,124199
3637,19779029,50325,124199
3638,19781713,50337,124199
3639,19784395,50349,124199
3640,19787077,50361,124199
3641,19789758,50372,124199
3642,19792438,50383,124199
3643,19795116,50394,124199
3644,19797793,50406,124199
3645,19800468,50418,124199
3646,19803142,50430,124199
3647,19805815,50442,124199
3648,19808486,50453,124199
3649,19811157,50465,124199
3650,19813827,50476,124199
3651,19816497,50488,124199
3652,19819167,50500,124199
3653,19821836,50511,124199
3654,19824505,50522,124199
3655,19827174,50532,124199
3656,19829843,50544,124199
3657,19832511,50556,124199
3658,19835178,50568,124199
3659,19837845,50579,124199
3660,19840512,50590,124199
3661,19843177,50602,124199
3662,19845840,50613,124199
3663,19848503,50624,124199
3664,19851165,50634,124199
3665,19853826,50645,124199
3666,19856487,50657,124199
3667,19859147,50668,124199
3668,19861807,50679,124199
3669,19864464,50690,124199
3670,19867118,50701,124199
3671,19869772,50713,124199
3672,19872426,50724,124199
3673,19875080,50735,124199
3674,19877732,50747,124199
3675,19880383,50758,124199
3676,19883034,50769,124199
3677,19885685,50780,124199
3678,19888334,50792,124199
3679,19890983,50804,124199
3680,19893630,50816,124199
3681,19896275,50828,124199
3682,19898920,50839,124199
3683,19901565,50850,124199
3684,19904209,50861,124199
3685,19906853,50873,124199
3686,19909496,50884,124199
3687,19912138,50896,124199
3688,19914780,50907,124199
3689,19917421,50918,124199
3690,19920060,50929,124199
3691,19922698,50940,124199
3692,19925334,50951,124199
3693,19927969,50962,124199
3694,19930603,50973,124199
3695,19933237,50985,124199
3696,19935869,50996,124199
3697,19938500,51007,124199
3698,19941130,51018,124199
3699,19943758,51029,124199
3700,19946386,51041,124199
